a,,,
b,,,
,,,
,,,
,,,
,,,
,,,
Time (s),Left (N),Right (N),Combined (N)
3.084,1449.25,1158.25,2607.5
3.085,1467.5,1164.5,2632
3.086,1487.75,1171.25,2659
3.087,1508.5,1179,2687.5
3.088,1530.5,1188.25,2718.75
3.089,1553.5,1198,2751.5
3.09,1576.25,1209,2785.25
3.091,1599.5,1220.75,2820.25
3.092,1623.5,1233,2856.5
3.093,1646.25,1246.75,2893
3.094,1667,1260.75,2927.75
3.095,1687.75,1275.5,2963.25
3.096,1706.25,1290.75,2997
3.097,1723.5,1306,3029.5
3.098,1738,1320.75,3058.75
3.099,1751.25,1335.25,3086.5
3.1,1761.25,1349.5,3110.75
3.101,1768.5,1362,3130.5
3.102,1773.5,1374.25,3147.75
3.103,1776,1384.75,3160.75
3.104,1775.5,1394.25,3169.75
3.105,1772.25,1402.75,3175
3.106,1767.25,1408.75,3176
3.107,1759.5,1413.25,3172.75
3.108,1749.5,1416.5,3166
3.109,1738,1417.75,3155.75
3.11,1724,1417.5,3141.5
3.111,1709.25,1415.5,3124.75
3.112,1692.25,1411.5,3103.75
3.113,1675.25,1406.25,3081.5
3.114,1657,1399.25,3056.25
3.115,1638,1390.5,3028.5
3.116,1619.5,1381.25,3000.75
3.117,1599.75,1371,2970.75
3.118,1580.75,1359.25,2940
3.119,1563,1346.75,2909.75
3.12,1545.5,1334.25,2879.75
3.121,1528.5,1320.25,2848.75
3.122,1512.5,1306.5,2819
3.123,1497.25,1292.5,2789.75
3.124,1484.5,1278,2762.5
3.125,1471.25,1264.25,2735.5
3.126,1459.75,1250.25,2710
3.127,1449.75,1236.75,2686.5
3.128,1440.25,1223,2663.25
3.129,1431.75,1211.75,2643.5
3.13,1425,1199.25,2624.25
3.131,1418.75,1188,2606.75
3.132,1413,1177,2590
3.133,1407.25,1167,2574.25
3.134,1402.25,1157,2559.25
3.135,1397.5,1147.75,2545.25
3.136,1393.25,1139.5,2532.75
3.137,1388,1131.25,2519.25
3.138,1384,1123.5,2507.5
3.139,1378.75,1116,2494.75
3.14,1372.75,1109.25,2482
3.141,1367,1102.75,2469.75
3.142,1360.5,1096.5,2457
3.143,1353.75,1091,2444.75
3.144,1346.25,1084.75,2431
3.145,1338,1079.25,2417.25
3.146,1329,1073.25,2402.25
3.147,1319.5,1066.75,2386.25
3.148,1309.5,1060,2369.5
3.149,1299.25,1053.5,2352.75
3.15,1288,1046.25,2334.25
3.151,1276.25,1039,2315.25
3.152,1264.75,1031.5,2296.25
3.153,1252,1023.25,2275.25
3.154,1239.25,1015,2254.25
3.155,1227,1005.75,2232.75
3.156,1214.25,996.75,2211
3.157,1201.5,987,2188.5
3.158,1189,977.5,2166.5
3.159,1177.5,968.5,2146
3.16,1164.75,958,2122.75
3.161,1153.25,948.25,2101.5
3.162,1142,938,2080
3.163,1130,927.5,2057.5
3.164,1120,916.5,2036.5
3.165,1110.25,906.25,2016.5
3.166,1100,896.25,1996.25
3.167,1092.25,886,1978.25
3.168,1083.5,875.75,1959.25
3.169,1075,866,1941
3.17,1067.75,855.5,1923.25
3.171,1061.25,846.5,1907.75
3.172,1054.75,837,1891.75
3.173,1049,828.25,1877.25
3.174,1043,819.25,1862.25
3.175,1038,811.5,1849.5
3.176,1032.75,803.5,1836.25
3.177,1028.75,795.75,1824.5
3.178,1024,789,1813
3.179,1019.5,781.5,1801
3.18,1015.25,774.75,1790
3.181,1012,769.75,1781.75
3.182,1007.75,763.25,1771
3.183,1004,757.75,1761.75
3.184,1000.75,753,1753.75
3.185,996.5,747.75,1744.25
3.186,992.5,743.75,1736.25
3.187,989,738.5,1727.5
3.188,985,734.5,1719.5
3.189,981,730,1711
3.19,977,726.75,1703.75
3.191,973.25,722.5,1695.75
3.192,969.75,718.5,1688.25
3.193,965.25,714.75,1680
3.194,961.25,711.25,1672.5
3.195,957.25,707.75,1665
3.196,952.75,704,1656.75
3.197,948.25,700.75,1649
3.198,943.75,698,1641.75
3.199,939.75,693.75,1633.5
3.2,935.5,690.75,1626.25
3.201,930.75,685.75,1616.5
3.202,925.75,683.25,1609
3.203,921.75,679.75,1601.5
3.204,917.25,676.5,1593.75
3.205,912.25,672.75,1585
3.206,908.25,669.25,1577.5
3.207,903,665.75,1568.75
3.208,898.5,661.75,1560.25
3.209,893.25,658.5,1551.75
3.21,887.75,655.75,1543.5
3.211,883,652,1535
3.212,878.25,649,1527.25
3.213,873.25,646.5,1519.75
3.214,868,643.25,1511.25
3.215,862.5,640.25,1502.75
3.216,857,637.25,1494.25
3.217,852,634.5,1486.5
3.218,846.5,632.25,1478.75
3.219,840.5,628.75,1469.25
3.22,835,625.5,1460.5
3.221,829.75,623,1452.75
3.222,823.5,620.5,1444
3.223,817.25,617.25,1434.5
3.224,811,614.25,1425.25
3.225,805.25,611.75,1417
3.226,799,608.75,1407.75
3.227,793,605.5,1398.5
3.228,785.75,602.5,1388.25
3.229,780,600.25,1380.25
3.23,773.5,597.5,1371
3.231,767,594.25,1361.25
3.232,761,592.25,1353.25
3.233,754.75,589.5,1344.25
3.234,748.5,587.5,1336
3.235,742.25,585.5,1327.75
3.236,735.25,583,1318.25
3.237,729.25,582.25,1311.5
3.238,722.75,580.25,1303
3.239,716,578.5,1294.5
3.24,709,576.75,1285.75
3.241,703,575.25,1278.25
3.242,696,574.5,1270.5
3.243,689.25,573.25,1262.5
3.244,682.25,572.25,1254.5
3.245,675,570.75,1245.75
3.246,668.5,569.75,1238.25
3.247,661,569,1230
3.248,654.25,568,1222.25
3.249,647,567,1214
3.25,640,565.5,1205.5
3.251,626,564.5,1190.5
3.252,618.5,563,1181.5
3.253,611,562,1173
3.254,603.5,560.25,1163.75
3.255,596.75,558.75,1155.5
3.256,589.75,556.75,1146.5
3.257,582.5,554.5,1137
3.258,575,552.75,1127.75
3.259,568,550.25,1118.25
3.26,560.75,547.5,1108.25
3.261,553.5,545.75,1099.25
3.262,545.75,543.25,1089
3.263,539,541.25,1080.25
3.264,531.25,538.75,1070
3.265,524.75,536.25,1061
3.266,518,533.5,1051.5
3.267,510.5,530.75,1041.25
3.268,503.5,528.5,1032
3.269,497.25,525.25,1022.5
3.27,489.5,523.25,1012.75
3.271,483,520.75,1003.75
3.272,476.75,517.75,994.5
3.273,470.25,515.25,985.5
3.274,463.5,512.75,976.25
3.275,457.5,510.5,968
3.276,451.75,508.25,960
3.277,445.5,506,951.5
3.278,439.5,503.25,942.75
3.279,434.25,501,935.25
3.28,428.75,499,927.75
3.281,423.25,497.25,920.5
3.282,417.75,495.25,913
3.283,412.5,494,906.5
3.284,407.75,492.25,900
3.285,403.5,490.75,894.25
3.286,398.5,489.25,887.75
3.287,393.75,487.75,881.5
3.288,389.5,486.75,876.25
3.289,385.25,484.75,870
3.29,381,484,865
3.291,377.25,483,860.25
3.292,373.5,482,855.5
3.293,369.5,480.25,849.75
3.294,366.25,479.5,845.75
3.295,363,479,842
3.296,359.5,478.75,838.25
3.297,356.25,477.75,834
3.298,353.25,476.75,830
3.299,350.5,476.25,826.75
3.3,348,476.25,824.25
3.301,346,476.25,822.25
3.302,343.75,475.25,819
3.303,341.25,474.75,816
3.304,338.75,473.75,812.5
3.305,337.25,473.75,811
3.306,335.5,473.5,809
3.307,334,473,807
3.308,332.25,473.5,805.75
3.309,330.25,473,803.25
3.31,328.75,472.75,801.5
3.311,327,472.25,799.25
3.312,326,471.75,797.75
3.313,324.75,471.25,796
3.314,323.25,470.75,794
3.315,322.75,470.5,793.25
3.316,320.75,469.5,790.25
3.317,319.5,469,788.5
3.318,318.5,468.25,786.75
3.319,317.5,467.75,785.25
3.32,316.25,466.5,782.75
3.321,315.5,465.5,781
3.322,314,465.25,779.25
3.323,313.25,464.5,777.75
3.324,311.5,463.5,775
3.325,310.5,462.25,772.75
3.326,310,461.25,771.25
3.327,309.25,460.25,769.5
3.328,308.25,459.5,767.75
3.329,307.75,458.5,766.25
3.33,306.75,457.25,764
3.331,305.75,456.75,762.5
3.332,305.25,455.25,760.5
3.333,304,454,758
3.334,303.5,452.75,756.25
3.335,303.25,450.75,754
3.336,302.75,449.75,752.5
3.337,302.25,448.5,750.75
3.338,301.75,447.5,749.25
3.339,301.5,446.25,747.75
3.34,301.5,445.25,746.75
3.341,301,444,745
3.342,301,442.75,743.75
3.343,300.25,441.75,742
3.344,300.25,440,740.25
3.345,300.75,439.25,740
3.346,300.75,438.5,739.25
3.347,300.25,437,737.25
3.348,300.75,435.25,736
3.349,300.75,434.5,735.25
3.35,300.75,433.25,734
3.351,301,432.5,733.5
3.352,301,431,732
3.353,301,430.25,731.25
3.354,301,428.25,729.25
3.355,301.5,427.5,729
3.356,301.5,426.5,728
3.357,301.5,425.25,726.75
3.358,302,424,726
3.359,302,423,725
3.36,302,421,723
3.361,302,420,722
3.362,301.75,418.5,720.25
3.363,301.75,416.75,718.5
3.364,302.25,416.25,718.5
3.365,302,414.5,716.5
3.366,302.5,412.75,715.25
3.367,302,411.25,713.25
3.368,301.75,410.25,712
3.369,301.75,408.75,710.5
3.37,302.25,407.25,709.5
3.371,301.5,405.5,707
3.372,302,404.25,706.25
3.373,302,402.75,704.75
3.374,302,401,703
3.375,302.5,399.5,702
3.376,302,398.25,700.25
3.377,302.25,397.25,699.5
3.378,302.25,395.75,698
3.379,302.25,394.25,696.5
3.38,302.75,393,695.75
3.381,302.75,392,694.75
3.382,303.25,391,694.25
3.383,303.75,390.5,694.25
3.384,304.25,389.5,693.75
3.385,305.25,389,694.25
3.386,306,388.5,694.5
3.387,306.5,387.5,694
3.388,307.5,387.5,695
3.389,307.5,387,694.5
3.39,308.5,386.5,695
3.391,309.25,386.5,695.75
3.392,310.25,386,696.25
3.393,311.25,386.5,697.75
3.394,312.25,386.25,698.5
3.395,313.75,386.25,700
3.396,314.75,386.25,701
3.397,316.75,386.25,703
3.398,317.75,386.25,704
3.399,319,385.75,704.75
3.4,320.75,386.5,707.25
3.401,322.5,387,709.5
3.402,323.75,387,710.75
3.403,325.75,387.5,713.25
3.404,326.75,388,714.75
3.405,328.75,388.5,717.25
3.406,330,389.5,719.5
3.407,332.25,389.5,721.75
3.408,334.25,389.75,724
3.409,335.75,390,725.75
3.41,338.25,391,729.25
3.411,340,391,731
3.412,342.25,392,734.25
3.413,344.25,392,736.25
3.414,346.75,393.25,740
3.415,349,393.25,742.25
3.416,351.5,394.75,746.25
3.417,354,394.75,748.75
3.418,356.5,396,752.5
3.419,358.75,397,755.75
3.42,361.25,397.5,758.75
3.421,363.5,398.5,762
3.422,366.75,399.5,766.25
3.423,369.25,400.75,770
3.424,371.75,401.75,773.5
3.425,374.25,402.75,777
3.426,377.25,404.25,781.5
3.427,379.25,405.75,785
3.428,381.75,407,788.75
3.429,384.25,408,792.25
3.43,387.25,409.5,796.75
3.431,389.75,410.75,800.5
3.432,391.75,412,803.75
3.433,395,413.25,808.25
3.434,397.5,414.25,811.75
3.435,399,416,815
3.436,402,417.25,819.25
3.437,404.5,418.5,823
3.438,406.5,419.5,826
3.439,409.25,421,830.25
3.44,411.25,422.75,834
3.441,413.25,423.75,837
3.442,415.75,425.25,841
3.443,418,426.75,844.75
3.444,420.25,427.75,848
3.445,422.25,429.75,852
3.446,424.5,430.5,855
3.447,427,431.75,858.75
3.448,428.75,433.25,862
3.449,431.5,435,866.5
3.45,433.5,435.75,869.25
3.451,435.75,437.25,873
3.452,438,438.75,876.75
3.453,440.5,439.75,880.25
3.454,443.5,441,884.5
3.455,445.25,443,888.25
3.456,448.25,443.75,892
3.457,450.75,444.75,895.5
3.458,453.5,446.5,900
3.459,455.75,447.5,903.25
3.46,459,448.75,907.75
3.461,461.75,449.75,911.5
3.462,464.5,451,915.5
3.463,467.75,452.25,920
3.464,470.5,453.75,924.25
3.465,473.25,454.75,928
3.466,476.25,456.5,932.75
3.467,479,457.25,936.25
3.468,482,458.25,940.25
3.469,484,459.75,943.75
3.47,487.25,460.5,947.75
3.471,489.5,461.25,950.75
3.472,492.75,461.75,954.5
3.473,495,463.75,958.75
3.474,497.75,464.25,962
3.475,500,465.75,965.75
3.476,502.5,466.5,969
3.477,504.75,467.5,972.25
3.478,507,468,975
3.479,509.25,469.25,978.5
3.48,511.25,470.25,981.5
3.481,513.5,470.75,984.25
3.482,516.25,472.5,988.75
3.483,517.75,472.75,990.5
3.484,519.5,474,993.5
3.485,521.5,474.5,996
3.486,523.25,476,999.25
3.487,525,477.5,1002.5
3.488,527,478,1005
3.489,528.5,478.75,1007.25
3.49,530.25,479.75,1010
3.491,532.5,481.5,1014
3.492,533.75,481.5,1015.25
3.493,535.75,483.5,1019.25
3.494,537.5,484,1021.5
3.495,539.5,484.75,1024.25
3.496,541.75,485.75,1027.5
3.497,543.5,487.25,1030.75
3.498,545.5,488.5,1034
3.499,547.5,489.75,1037.25
3.5,549.5,491,1040.5
3.501,550.75,491.5,1042.25
3.502,553.5,492.25,1045.75
3.503,555.25,493,1048.25
3.504,557,494,1051
3.505,559,494.5,1053.5
3.506,560.75,495.5,1056.25
3.507,562,495.5,1057.5
3.508,564,495.75,1059.75
3.509,565.5,496.25,1061.75
3.51,567.25,496.25,1063.5
3.511,569,496.25,1065.25
3.512,570.25,497,1067.25
3.513,572,497,1069
3.514,574,497.5,1071.5
3.515,575.5,498.5,1074
3.516,577,498.5,1075.5
3.517,578.75,498.75,1077.5
3.518,579.75,498.75,1078.5
3.519,581.25,499.25,1080.5
3.52,582.5,500.25,1082.75
3.521,584.25,500,1084.25
3.522,586,500.5,1086.5
3.523,587.25,500.75,1088
3.524,588.75,501,1089.75
3.525,590,500.5,1090.5
3.526,591,501,1092
3.527,592.5,501.5,1094
3.528,594.25,501.75,1096
3.529,595.75,502.25,1098
3.53,597.25,503,1100.25
3.531,598.75,503.5,1102.25
3.532,600.75,503.75,1104.5
3.533,602.25,504.25,1106.5
3.534,603.5,505,1108.5
3.535,604.75,505,1109.75
3.536,606,505.5,1111.5
3.537,607,506,1113
3.538,608,506,1114
3.539,609.5,506.25,1115.75
3.54,610.5,507,1117.5
3.541,612,507.5,1119.5
3.542,612.5,507.5,1120
3.543,614,507.75,1121.75
3.544,615.25,508.25,1123.5
3.545,616,508.25,1124.25
3.546,617,508.5,1125.5
3.547,618.75,509,1127.75
3.548,619,509.5,1128.5
3.549,619.75,509.5,1129.25
3.55,621.75,510.5,1132.25
3.551,622.25,510.5,1132.75
3.552,624,511.25,1135.25
3.553,625.25,511.25,1136.5
3.554,626.5,511.75,1138.25
3.555,627.25,511.75,1139
3.556,629.25,512.25,1141.5
3.557,629.75,512.75,1142.5
3.558,631.5,512.75,1144.25
3.559,632.25,512.75,1145
3.56,633,513,1146
3.561,634.25,512.75,1147
3.562,635.25,512.75,1148
3.563,637,513.75,1150.75
3.564,637.75,513.75,1151.5
3.565,638.75,513.75,1152.5
3.566,639.75,513.75,1153.5
3.567,640.5,513.25,1153.75
3.568,641.25,513.5,1154.75
3.569,641.75,513.5,1155.25
3.57,643.25,513.75,1157
3.571,644,513.25,1157.25
3.572,644.25,513,1157.25
3.573,645.25,512.75,1158
3.574,645.25,512.25,1157.5
3.575,646.75,511.75,1158.5
3.576,647.5,511.5,1159
3.577,648,510.75,1158.75
3.578,648,510.25,1158.25
3.579,648.5,510,1158.5
3.58,649,509.75,1158.75
3.581,650.5,509.25,1159.75
3.582,651,508.25,1159.25
3.583,651,508.25,1159.25
3.584,651.75,507.5,1159.25
3.585,651.75,507,1158.75
3.586,652.25,506.75,1159
3.587,652.75,506.5,1159.25
3.588,652.75,506.5,1159.25
3.589,652.75,505.5,1158.25
3.59,652.75,505.75,1158.5
3.591,652.75,505.25,1158
3.592,653.25,504.75,1158
3.593,653.75,504.25,1158
3.594,653.75,504,1157.75
3.595,653.25,503.5,1156.75
3.596,653.25,502.25,1155.5
3.597,653.25,501.5,1154.75
3.598,653,500.5,1153.5
3.599,652.5,499.75,1152.25
3.6,652.5,499.5,1152
3.601,652.5,498.5,1151
3.602,652.25,497.5,1149.75
3.603,652.25,496,1148.25
3.604,651.75,495.75,1147.5
3.605,651.75,494.75,1146.5
3.606,651.5,494.25,1145.75
3.607,651.5,493,1144.5
3.608,651.5,492.25,1143.75
3.609,651.25,491.75,1143
3.61,651.25,491.5,1142.75
3.611,650.75,489.75,1140.5
3.612,650.75,489.75,1140.5
3.613,649.75,488.75,1138.5
3.614,649.75,488.25,1138
3.615,649.25,488,1137.25
3.616,648.75,487.25,1136
3.617,648,487.25,1135.25
3.618,647.75,486.25,1134
3.619,646.75,485.75,1132.5
3.62,646.25,484.75,1131
3.621,645.25,484.25,1129.5
3.622,644.5,483.5,1128
3.623,643.75,482.75,1126.5
3.624,642.75,482,1124.75
3.625,641.75,481,1122.75
3.626,641,480,1121
3.627,640,478.5,1118.5
3.628,639.5,478,1117.5
3.629,639,476.5,1115.5
3.63,637.5,475.75,1113.25
3.631,636.5,474.75,1111.25
3.632,635.75,474,1109.75
3.633,635,472.5,1107.5
3.634,634.25,471.75,1106
3.635,633.25,471.25,1104.5
3.636,632.25,470,1102.25
3.637,632,469.75,1101.75
3.638,631.25,469,1100.25
3.639,630.25,468.5,1098.75
3.64,629.5,467.5,1097
3.641,628.5,467,1095.5
3.642,627.75,466.75,1094.5
3.643,627.25,465.75,1093
3.644,626.25,465.25,1091.5
3.645,625.25,464.75,1090
3.646,624.5,464.5,1089
3.647,623.75,464.25,1088
3.648,622.75,463.75,1086.5
3.649,622,463.25,1085.25
3.65,621,463.25,1084.25
3.651,620,462.5,1082.5
3.652,619.25,462.25,1081.5
3.653,618.5,462,1080.5
3.654,617,461,1078
3.655,617,461,1078
3.656,616.25,460.5,1076.75
3.657,614.5,460.25,1074.75
3.658,613.5,459.75,1073.25
3.659,613,459,1072
3.66,612.25,459,1071.25
3.661,610.75,458.5,1069.25
3.662,609.75,458,1067.75
3.663,609.5,457.5,1067
3.664,608.5,457,1065.5
3.665,607.75,456.75,1064.5
3.666,606.75,456.75,1063.5
3.667,606,456.25,1062.25
3.668,605,456.25,1061.25
3.669,604.25,456.25,1060.5
3.67,603.5,454.75,1058.25
3.671,602.25,454.75,1057
3.672,601.5,454.75,1056.25
3.673,601,454.75,1055.75
3.674,600,454.75,1054.75
3.675,599.25,454.75,1054
3.676,597.75,454.75,1052.5
3.677,596.75,454.75,1051.5
3.678,596,454.75,1050.75
3.679,595,454.75,1049.75
3.68,593.75,454.75,1048.5
3.681,593,454.75,1047.75
3.682,591.5,454.75,1046.25
3.683,590.5,455.25,1045.75
3.684,590,455.25,1045.25
3.685,589.25,455.25,1044.5
3.686,587.75,455.25,1043
3.687,586.25,455.75,1042
3.688,586,456.25,1042.25
3.689,584.75,456.25,1041
3.69,583.75,456.25,1040
3.691,582.25,456.25,1038.5
3.692,581.25,456.25,1037.5
3.693,580.75,456.25,1037
3.694,580,457,1037
3.695,577.75,456.75,1034.5
3.696,576.75,456.75,1033.5
3.697,576,456.75,1032.75
3.698,575.25,456.75,1032
3.699,574.5,456.75,1031.25
3.7,573.5,457.25,1030.75
3.701,572.25,457.25,1029.5
3.702,571.25,457.25,1028.5
3.703,570.75,457.25,1028
3.704,570,457.25,1027.25
3.705,569.5,457.25,1026.75
3.706,568.25,457.25,1025.5
3.707,568.25,456.75,1025
3.708,567.75,456.75,1024.5
3.709,567.25,456.75,1024
3.71,566.75,456.25,1023
3.711,566,455.75,1021.75
3.712,565,455.75,1020.75
3.713,564,455.25,1019.25
3.714,563.75,454.75,1018.5
3.715,562.75,454.75,1017.5
3.716,562.25,454.25,1016.5
3.717,562,454.25,1016.25
3.718,561.75,454,1015.75
3.719,560.75,453.5,1014.25
3.72,560,453.5,1013.5
3.721,558.75,453.5,1012.25
3.722,558.75,453.5,1012.25
3.723,557.75,453.5,1011.25
3.724,557.25,453.75,1011
3.725,556.75,453.75,1010.5
3.726,556.75,453.75,1010.5
3.727,555.75,454,1009.75
3.728,555.25,453.5,1008.75
3.729,554.75,453.5,1008.25
3.73,554.5,454.25,1008.75
3.731,553.5,454.25,1007.75
3.732,553.5,454.75,1008.25
3.733,552.75,454.75,1007.5
3.734,552.5,454.75,1007.25
3.735,552.25,454.75,1007
3.736,551.5,455,1006.5
3.737,551,454.5,1005.5
3.738,551,454.5,1005.5
3.739,550,454.5,1004.5
3.74,550,455,1005
3.741,550,455.5,1005.5
3.742,550,455.75,1005.75
3.743,549.25,455.75,1005
3.744,549.25,456.25,1005.5
3.745,549.25,456.25,1005.5
3.746,549,456.25,1005.25
3.747,549,457.25,1006.25
3.748,549,457.25,1006.25
3.749,549,457.75,1006.75
3.75,548.5,457.75,1006.25
3.751,548.5,458.25,1006.75
3.752,548.5,458.25,1006.75
3.753,548.5,459,1007.5
3.754,548.5,460,1008.5
3.755,548,460,1008
3.756,548,460.25,1008.25
3.757,548,460.75,1008.75
3.758,548,462.25,1010.25
3.759,548,462.25,1010.25
3.76,548,462.25,1010.25
3.761,548,463,1011
3.762,548.5,463,1011.5
3.763,548.5,463.25,1011.75
3.764,548.5,463.75,1012.25
3.765,548.5,464.25,1012.75
3.766,549.5,465,1014.5
3.767,549.75,465,1014.75
3.768,549.75,465,1014.75
3.769,550.25,465.5,1015.75
3.77,550.75,466,1016.75
3.771,550.75,466.5,1017.25
3.772,551,467,1018
3.773,551,467,1018
3.774,551.25,468,1019.25
3.775,551.75,468.25,1020
3.776,552.25,468.5,1020.75
3.777,552.75,468.75,1021.5
3.778,553.25,469.25,1022.5
3.779,553.5,469.75,1023.25
3.78,553.75,470.25,1024
3.781,555,471.25,1026.25
3.782,555.5,471.75,1027.25
3.783,556,472.25,1028.25
3.784,556.5,473.25,1029.75
3.785,557,474,1031
3.786,557.5,474,1031.5
3.787,558.75,475,1033.75
3.788,560,475.25,1035.25
3.789,560,476,1036
3.79,561,476.25,1037.25
3.791,562,477.25,1039.25
3.792,562.25,477.75,1040
3.793,563.5,478.5,1042
3.794,564,479,1043
3.795,564,480,1044
3.796,565.25,480.5,1045.75
3.797,565.75,481,1046.75
3.798,566.25,481.5,1047.75
3.799,567.75,482,1049.75
3.8,568.75,482.75,1051.5
3.801,569,483.75,1052.75
3.802,569.75,484.75,1054.5
3.803,570.75,485.75,1056.5
3.804,572,486.25,1058.25
3.805,572.5,487,1059.5
3.806,573.5,487.5,1061
3.807,574,488.25,1062.25
3.808,575,489,1064
3.809,576.5,490,1066.5
3.81,577.25,490.75,1068
3.811,578.25,491.25,1069.5
3.812,578.25,491.75,1070
3.813,579.75,492.5,1072.25
3.814,581,493.25,1074.25
3.815,582,493.75,1075.75
3.816,582.75,495.25,1078
3.817,584,495.25,1079.25
3.818,584.75,496.25,1081
3.819,585.25,496.5,1081.75
3.82,586.25,497.5,1083.75
3.821,587.25,498.5,1085.75
3.822,587.75,498.5,1086.25
3.823,588.5,499.5,1088
3.824,589.5,500,1089.5
3.825,589.75,501.25,1091
3.826,590.75,502.25,1093
3.827,591.25,503,1094.25
3.828,591.5,503.75,1095.25
3.829,592,504.5,1096.5
3.83,593.5,506,1099.5
3.831,593.75,507.5,1101.25
3.832,593.75,508.25,1102
3.833,594.75,509.75,1104.5
3.834,595.25,510.75,1106
3.835,595.75,511.75,1107.5
3.836,595.75,513.5,1109.25
3.837,596.25,514.5,1110.75
3.838,596.25,516.5,1112.75
3.839,596.75,518,1114.75
3.84,596.75,519.75,1116.5
3.841,597.75,520.75,1118.5
3.842,598.25,522.5,1120.75
3.843,598.25,524,1122.25
3.844,598.5,525.75,1124.25
3.845,598.5,526.75,1125.25
3.846,599,528.75,1127.75
3.847,599,529.75,1128.75
3.848,599.75,531.25,1131
3.849,599.75,532.5,1132.25
3.85,600.75,534.25,1135
3.851,600.75,535.5,1136.25
3.852,600.75,536.5,1137.25
3.853,601.75,538,1139.75
3.854,601.75,539.25,1141
3.855,602.25,540.75,1143
3.856,603.25,541.75,1145
3.857,603.25,543,1146.25
3.858,603.5,543.5,1147
3.859,604,544.75,1148.75
3.86,604.5,546.25,1150.75
3.861,605.25,547.5,1152.75
3.862,605.25,548.5,1153.75
3.863,605.75,549.25,1155
3.864,606.5,550.25,1156.75
3.865,606.5,550.5,1157
3.866,607.5,551.5,1159
3.867,607,553,1160
3.868,608,553,1161
3.869,608.5,554.5,1163
3.87,608.5,554.5,1163
3.871,609,556.25,1165.25
3.872,609,556.25,1165.25
3.873,609,557,1166
3.874,609,557,1166
3.875,609,557.75,1166.75
3.876,609.75,558.5,1168.25
3.877,609.5,558.75,1168.25
3.878,610,559.5,1169.5
3.879,609,560,1169
3.88,609,560,1169
3.881,608.75,560.75,1169.5
3.882,608.75,560.75,1169.5
3.883,608.5,561.5,1170
3.884,608.75,561.5,1170.25
3.885,608.25,561.5,1169.75
3.886,608,561.5,1169.5
3.887,607.5,561,1168.5
3.888,607.25,561.5,1168.75
3.889,606.5,561.5,1168
3.89,607,560.75,1167.75
3.891,606,561,1167
3.892,605.25,560.75,1166
3.893,605.25,560.25,1165.5
3.894,604.75,559.75,1164.5
3.895,604.25,558.75,1163
3.896,603.5,558,1161.5
3.897,602.75,557.75,1160.5
3.898,602.75,556.75,1159.5
3.899,602.5,555.75,1158.25
3.9,602.25,555.75,1158
3.901,601.75,554.25,1156
3.902,601.25,554,1155.25
3.903,601.5,553.75,1155.25
3.904,601.25,552.25,1153.5
3.905,600.5,551.75,1152.25
3.906,600.25,551.25,1151.5
3.907,599.5,550.5,1150
3.908,598.5,550.25,1148.75
3.909,598.5,549,1147.5
3.91,597.5,548,1145.5
3.911,596.75,547.5,1144.25
3.912,596.25,546.75,1143
3.913,595.75,546,1141.75
3.914,595.25,545,1140.25
3.915,594.25,544.5,1138.75
3.916,593.75,543.5,1137.25
3.917,593.5,542.75,1136.25
3.918,592.75,541.75,1134.5
3.919,592.25,541,1133.25
3.92,591.75,540.5,1132.25
3.921,590.75,540,1130.75
3.922,590.75,539.25,1130
3.923,590.75,538.5,1129.25
3.924,590.25,538.25,1128.5
3.925,589.75,537.5,1127.25
3.926,588.5,536.5,1125
3.927,588.25,535.5,1123.75
3.928,587.5,535.25,1122.75
3.929,587,534.25,1121.25
3.93,586.25,533.5,1119.75
3.931,585.5,532.5,1118
3.932,585,532.75,1117.75
3.933,584.5,531.75,1116.25
3.934,583,531,1114
3.935,582,530.5,1112.5
3.936,581,530.25,1111.25
3.937,580.5,530,1110.5
3.938,580,529.25,1109.25
3.939,579,528.25,1107.25
3.94,577.75,527.75,1105.5
3.941,577,527.25,1104.25
3.942,576.25,527.5,1103.75
3.943,575.75,526.75,1102.5
3.944,574.75,527,1101.75
3.945,573.5,526.5,1100
3.946,573,526.5,1099.5
3.947,572.25,526.25,1098.5
3.948,571.5,525.75,1097.25
3.949,570.5,525.75,1096.25
3.95,569.75,525.25,1095
3.951,569,525.25,1094.25
3.952,568,524.75,1092.75
3.953,567.75,524.75,1092.5
3.954,567.25,525.25,1092.5
3.955,566.5,525.25,1091.75
3.956,565.75,525.25,1091
3.957,565.5,525.25,1090.75
3.958,564.75,525.25,1090
3.959,564.25,525.25,1089.5
3.96,563.75,524.75,1088.5
3.961,563,524.75,1087.75
3.962,563.5,525.25,1088.75
3.963,562.5,525.25,1087.75
3.964,562.5,525,1087.5
3.965,562.75,525.75,1088.5
3.966,562.5,525.75,1088.25
3.967,561.5,526.25,1087.75
3.968,562.25,526.25,1088.5
3.969,561.25,526.25,1087.5
3.97,561,525.75,1086.75
3.971,561.25,525.75,1087
3.972,561.25,526,1087.25
3.973,560.75,526,1086.75
3.974,560.75,526,1086.75
3.975,560.5,525.5,1086
3.976,560.25,525.5,1085.75
3.977,560.25,525.5,1085.75
3.978,559.75,525.5,1085.25
3.979,560,525.75,1085.75
3.98,560,525.75,1085.75
3.981,559.5,526,1085.5
3.982,559.25,526,1085.25
3.983,559.75,526,1085.75
