a,,,
b,,,
,,,
,,,
,,,
,,,
,,,
Time (s),Left (N),Right (N),Combined (N)
3.984,559.25,526.5,1085.75
3.985,558.75,526.5,1085.25
3.986,559.25,526.75,1086
3.987,559.5,526.75,1086.25
3.988,558.75,527.25,1086
3.989,558.75,527.25,1086
3.99,558.5,527.75,1086.25
3.991,558.75,528.25,1087
3.992,558,528.25,1086.25
3.993,558.5,528.25,1086.75
3.994,558,528,1086
3.995,557,528,1085
3.996,558,528,1086
3.997,557.75,528.5,1086.25
3.998,557.5,528,1085.5
3.999,557.5,528,1085.5
4,558,528.75,1086.75
4.001,558,528.25,1086.25
4.002,557.25,528.25,1085.5
4.003,557.25,528.25,1085.5
4.004,557.5,528.75,1086.25
4.005,558,529.25,1087.25
4.006,557.5,528.75,1086.25
4.007,557.75,528.25,1086
4.008,557.75,528.75,1086.5
4.009,557.75,528.75,1086.5
4.01,558.25,528.5,1086.75
4.011,558.25,528.5,1086.75
4.012,558.25,529,1087.25
4.013,558.5,529.5,1088
4.014,559,529,1088
4.015,560,529,1089
4.016,560,529.25,1089.25
4.017,560,529,1089
4.018,560.25,529.5,1089.75
4.019,560.5,529,1089.5
4.02,560.75,529,1089.75
4.021,561.25,529.5,1090.75
4.022,561.75,528.5,1090.25
4.023,562.25,528.5,1090.75
4.024,562.25,528.5,1090.75
4.025,562.5,528.5,1091
4.026,562.75,528,1090.75
4.027,563.25,528.5,1091.75
4.028,564.25,528,1092.25
4.029,563.75,528,1091.75
4.03,563.75,527.75,1091.5
4.031,564.75,527.25,1092
4.032,564.75,527.25,1092
4.033,565,527.25,1092.25
4.034,564.75,526.75,1091.5
4.035,565.5,526.25,1091.75
4.036,565.5,526.25,1091.75
4.037,566.5,526.75,1093.25
4.038,566,526.25,1092.25
4.039,566.5,526.25,1092.75
4.04,566.5,525.75,1092.25
4.041,567.25,526.25,1093.5
4.042,567.25,525.75,1093
4.043,567.25,525.75,1093
4.044,567.25,526,1093.25
4.045,567.25,525.75,1093
4.046,568.25,525.75,1094
4.047,568.25,525.75,1094
4.048,569,525.25,1094.25
4.049,568.5,525.25,1093.75
4.05,568.5,525.75,1094.25
4.051,569.25,525.25,1094.5
4.052,568.75,525.25,1094
4.053,569,525,1094
4.054,569.5,525.5,1095
4.055,568.5,525.5,1094
4.056,569.5,526,1095.5
4.057,569.5,526,1095.5
4.058,569.5,525.5,1095
4.059,570.25,526.5,1096.75
4.06,570.25,526.5,1096.75
4.061,570.25,526.75,1097
4.062,570.5,527.25,1097.75
4.063,570.25,527.75,1098
4.064,570.25,528.25,1098.5
4.065,570.25,528.25,1098.5
4.066,571,529,1100
4.067,570.5,530,1100.5
4.068,570,530.75,1100.75
4.069,571,530.75,1101.75
4.07,571,531.75,1102.75
4.071,570.5,531.75,1102.25
4.072,571.25,532.75,1104
4.073,571.25,533,1104.25
4.074,570.75,533.75,1104.5
4.075,571.5,533.75,1105.25
4.076,571.5,534,1105.5
4.077,572.25,534.5,1106.75
4.078,572.25,536,1108.25
4.079,572.75,536,1108.75
4.08,573,536.5,1109.5
4.081,573,537,1110
4.082,573.75,537,1110.75
4.083,573.75,537.75,1111.5
4.084,574.25,537.75,1112
4.085,574.75,537.75,1112.5
4.086,574.5,539,1113.5
4.087,575,539,1114
4.088,575,539.5,1114.5
4.089,575.5,539.75,1115.25
4.09,576,540.25,1116.25
4.091,576.5,540,1116.5
4.092,576.75,540.5,1117.25
4.093,577.25,540.75,1118
4.094,576.75,541.25,1118
4.095,577.5,542,1119.5
4.096,577.5,542,1119.5
4.097,578.5,542.25,1120.75
4.098,578.5,542.25,1120.75
4.099,579,542.75,1121.75
4.1,579.5,543.25,1122.75
4.101,579.75,543.5,1123.25
4.102,579.5,544,1123.5
4.103,579.75,544,1123.75
4.104,580.25,544,1124.25
4.105,580.25,544.75,1125
4.106,580.25,544.5,1124.75
4.107,580.25,544.5,1124.75
4.108,580.75,545,1125.75
4.109,581,545.25,1126.25
4.11,580.75,545.75,1126.5
4.111,581.5,545.75,1127.25
4.112,581,546,1127
4.113,581,545.5,1126.5
4.114,580.75,546,1126.75
4.115,580.75,546.5,1127.25
4.116,580.5,546.5,1127
4.117,581.5,546.5,1128
4.118,581,547,1128
4.119,580.5,547.5,1128
4.12,581,547,1128
4.121,581.5,547.25,1128.75
4.122,581,547.25,1128.25
4.123,581.5,547.5,1129
4.124,581.25,547.5,1128.75
4.125,581.75,547.75,1129.5
4.126,581.75,547.75,1129.5
4.127,581.75,548.25,1130
4.128,581.75,548.25,1130
4.129,582.25,549,1131.25
4.13,581.75,549.5,1131.25
4.131,582,549.75,1131.75
4.132,582,550.25,1132.25
4.133,582.5,550.75,1133.25
4.134,582,550.75,1132.75
4.135,581.5,550.25,1131.75
4.136,581.5,551,1132.5
4.137,582,550.5,1132.5
4.138,581.5,550.25,1131.75
4.139,582,550,1132
4.14,581.75,550,1131.75
4.141,581.75,550,1131.75
4.142,582,550.25,1132.25
4.143,581.5,549.75,1131.25
4.144,582.5,549.25,1131.75
4.145,582.5,549.75,1132.25
4.146,582.75,549.75,1132.5
4.147,583,549.75,1132.75
4.148,582.75,550,1132.75
4.149,582.75,550,1132.75
4.15,583.25,550,1133.25
4.151,583.75,550.5,1134.25
4.152,584.25,550.5,1134.75
4.153,584,551,1135
4.154,584.5,551.5,1136
4.155,585,551.75,1136.75
4.156,585,551.75,1136.75
4.157,586,552.5,1138.5
4.158,586,552,1138
4.159,587,552.5,1139.5
4.16,587,553.25,1140.25
4.161,587.5,553.25,1140.75
4.162,587.75,553.25,1141
4.163,588.25,553.5,1141.75
4.164,589.25,554,1143.25
4.165,589.25,554,1143.25
4.166,590.25,554.25,1144.5
4.167,590.75,554.5,1145.25
4.168,591.25,554,1145.25
4.169,591.5,554.5,1146
4.17,591.75,554.75,1146.5
4.171,592.25,555,1147.25
4.172,593.25,555,1148.25
4.173,593.75,554.5,1148.25
4.174,594.5,555,1149.5
4.175,595,554.75,1149.75
4.176,595.5,554.25,1149.75
4.177,596.25,554.75,1151
4.178,596.25,554,1150.25
4.179,597.75,554.5,1152.25
4.18,598.25,554.75,1153
4.181,598.75,554,1152.75
4.182,598.75,554,1152.75
4.183,599.25,554.25,1153.5
4.184,599.5,553.25,1152.75
4.185,600.5,553.25,1153.75
4.186,601,553.25,1154.25
4.187,601.5,553.75,1155.25
4.188,602.25,553.25,1155.5
4.189,603.25,553.25,1156.5
4.19,603.75,553.25,1157
4.191,603.75,552.75,1156.5
4.192,605,552.75,1157.75
4.193,605.25,552.25,1157.5
4.194,606,552.25,1158.25
4.195,606.5,552.25,1158.75
4.196,607,552.25,1159.25
4.197,608,551.75,1159.75
4.198,608.25,551.5,1159.75
4.199,608.75,551,1159.75
4.2,609.75,551,1160.75
4.201,610.25,551,1161.25
4.202,611,551.5,1162.5
4.203,611.5,551.5,1163
4.204,612,551.25,1163.25
4.205,613.5,551.25,1164.75
4.206,614.5,551.25,1165.75
4.207,614.5,551.75,1166.25
4.208,615.5,551.75,1167.25
4.209,616,550.75,1166.75
4.21,616.5,550.75,1167.25
4.211,617.5,550.75,1168.25
4.212,617.75,550.5,1168.25
4.213,618.25,550.5,1168.75
4.214,619.25,549.75,1169
4.215,619.25,549.75,1169
4.216,620.25,549.25,1169.5
4.217,620.25,548.75,1169
4.218,621.75,549.25,1171
4.219,622.25,549.5,1171.75
4.22,622.25,549.5,1171.75
4.221,623.25,549.5,1172.75
4.222,623.25,549,1172.25
4.223,624.25,549,1173.25
4.224,624.75,548.5,1173.25
4.225,625.25,549.25,1174.5
4.226,625.25,549,1174.25
4.227,627,549,1176
4.228,627.5,548.5,1176
4.229,628,548.5,1176.5
4.23,628.25,548.25,1176.5
4.231,628.75,548.25,1177
4.232,629.25,547.25,1176.5
4.233,629.5,547.25,1176.75
4.234,630,546.75,1176.75
4.235,630,546.5,1176.5
4.236,631,546.5,1177.5
4.237,631,546.25,1177.25
4.238,631.5,546.25,1177.75
4.239,632,546.25,1178.25
4.24,632,546.25,1178.25
4.241,632.25,545.75,1178
4.242,632.25,545.25,1177.5
4.243,632.75,545.25,1178
4.244,632.75,545.25,1178
4.245,633.25,544.75,1178
4.246,632.5,544.75,1177.25
4.247,632.75,544.25,1177
4.248,632.75,543.75,1176.5
4.249,632.75,543.5,1176.25
4.25,632.25,543.5,1175.75
4.251,632.75,544,1176.75
4.252,632.5,543.5,1176
4.253,632.5,543.5,1176
4.254,632.25,542.5,1174.75
4.255,632.25,542.5,1174.75
4.256,631.75,542.5,1174.25
4.257,631.25,541.5,1172.75
4.258,631.25,541.5,1172.75
4.259,631.25,541.25,1172.5
4.26,630.5,540.75,1171.25
4.261,630.5,540.75,1171.25
4.262,630.25,540,1170.25
4.263,629.5,539.5,1169
4.264,629.5,539,1168.5
4.265,628.75,538.5,1167.25
4.266,628.75,538.5,1167.25
4.267,628.25,538,1166.25
4.268,627.25,536.5,1163.75
4.269,626.75,536,1162.75
4.27,626.25,535.5,1161.75
4.271,626,535.25,1161.25
4.272,624.75,534.75,1159.5
4.273,624.25,533.75,1158
4.274,623.75,533.75,1157.5
4.275,622.5,532.5,1155
4.276,622.25,532.5,1154.75
4.277,621.25,532.25,1153.5
4.278,620.25,532.25,1152.5
4.279,619.75,531.75,1151.5
4.28,618.25,531.25,1149.5
4.281,617.75,530.75,1148.5
4.282,616.75,530.25,1147
4.283,615.75,529.75,1145.5
4.284,614.75,529.75,1144.5
4.285,613.75,529,1142.75
4.286,612.75,528.5,1141.25
4.287,612,528.5,1140.5
4.288,610.75,527.75,1138.5
4.289,609.5,527.25,1136.75
4.29,609.5,527.25,1136.75
4.291,608,526,1134
4.292,607.25,526,1133.25
4.293,605.75,524.75,1130.5
4.294,604.5,524.25,1128.75
4.295,604,523.75,1127.75
4.296,602.5,523.25,1125.75
4.297,601.75,522.5,1124.25
4.298,600.75,521.75,1122.5
4.299,599.5,521.75,1121.25
4.3,598,520.5,1118.5
4.301,597.5,520.5,1118
4.302,596,519.5,1115.5
4.303,594.5,519,1113.5
4.304,593.5,518.5,1112
4.305,592.5,517.75,1110.25
4.306,591.25,517.5,1108.75
4.307,589.75,516.75,1106.5
4.308,588.75,515.75,1104.5
4.309,587.75,515,1102.75
4.31,586.25,514.5,1100.75
4.311,585.5,513.5,1099
4.312,584.25,513.5,1097.75
4.313,582.75,513.25,1096
4.314,581.5,512.75,1094.25
4.315,580.5,512,1092.5
4.316,579.25,512,1091.25
4.317,578.25,510.75,1089
4.318,577,510.25,1087.25
4.319,575.75,510.25,1086
4.32,574.75,509.5,1084.25
4.321,573,508.75,1081.75
4.322,572.25,508.75,1081
4.323,571,508.75,1079.75
4.324,570.25,507.75,1078
4.325,568.75,507,1075.75
4.326,567.5,506.75,1074.25
4.327,567,506.75,1073.75
4.328,565.25,506.25,1071.5
4.329,564.25,504.75,1069
4.33,563.25,504.75,1068
4.331,562,504,1066
4.332,560.75,503.25,1064
4.333,560.25,503.25,1063.5
4.334,558.5,502.75,1061.25
4.335,557.25,502.75,1060
4.336,556,501.5,1057.5
4.337,555.5,501,1056.5
4.338,553.75,501,1054.75
4.339,553.25,500,1053.25
4.34,552,500,1052
4.341,550.5,499.25,1049.75
4.342,550,498.75,1048.75
4.343,548.5,498.25,1046.75
4.344,548,498.25,1046.25
4.345,546.75,497.5,1044.25
4.346,546.25,497,1043.25
4.347,545.5,496.5,1042
4.348,545,496.5,1041.5
4.349,543.5,496.25,1039.75
4.35,542.75,495.25,1038
4.351,542.25,494.75,1037
4.352,541.5,494.5,1036
4.353,540.75,494,1034.75
4.354,539.75,493.75,1033.5
4.355,539.25,493.75,1033
4.356,539.25,493.25,1032.5
4.357,537.25,492.75,1030
4.358,537.25,492.25,1029.5
4.359,537.25,492.25,1029.5
4.36,536,491.25,1027.25
4.361,535.5,490.75,1026.25
4.362,534.75,490.75,1025.5
4.363,534.25,490.5,1024.75
4.364,534,490,1024
4.365,532.75,490,1022.75
4.366,532.75,490,1022.75
4.367,532.25,489,1021.25
4.368,530.75,488.5,1019.25
4.369,530.75,488,1018.75
4.37,530.5,488,1018.5
4.371,530,488,1018
4.372,529.5,487.5,1017
4.373,528.5,487.5,1016
4.374,528.5,487.5,1016
4.375,528.25,487.5,1015.75
4.376,527.75,487.5,1015.25
4.377,527.75,487.5,1015.25
4.378,527.25,487.5,1014.75
4.379,526.75,487.25,1014
4.38,526.25,487.25,1013.5
4.381,526.25,487.75,1014
4.382,526.25,487.75,1014
4.383,526.25,487.75,1014
4.384,526.25,487.75,1014
4.385,526.25,488,1014.25
4.386,526.25,487.5,1013.75
4.387,526.25,487.25,1013.5
4.388,526.25,487.75,1014
4.389,526.25,487.75,1014
4.39,526.25,487.75,1014
4.391,526.25,487.75,1014
4.392,526.25,488,1014.25
4.393,526.25,488,1014.25
4.394,526.5,488.5,1015
4.395,526.5,488.5,1015
4.396,526.5,488.75,1015.25
4.397,527,489,1016
4.398,527,488.5,1015.5
4.399,527,489,1016
4.4,526.75,489,1015.75
4.401,526.75,489.25,1016
4.402,526.75,489.25,1016
4.403,526.75,489.25,1016
4.404,526.75,490,1016.75
4.405,527,490,1017
4.406,527.25,490,1017.25
4.407,527.5,490.75,1018.25
4.408,527.5,490.75,1018.25
4.409,527.5,491.25,1018.75
4.41,528,492.25,1020.25
4.411,528.5,492.25,1020.75
4.412,529.5,492.75,1022.25
4.413,529.5,493,1022.5
4.414,530,493.5,1023.5
4.415,530,493.75,1023.75
4.416,531.5,494,1025.5
4.417,531.5,494,1025.5
4.418,531.75,494,1025.75
4.419,532.75,494.5,1027.25
4.42,532.75,494.75,1027.5
4.421,533.5,494.75,1028.25
4.422,533.75,494.75,1028.5
4.423,534,495.25,1029.25
4.424,535,495.25,1030.25
4.425,535.5,495.25,1030.75
4.426,535.5,495.25,1030.75
4.427,537,495.75,1032.75
4.428,537.5,496.25,1033.75
4.429,537.5,496.75,1034.25
4.43,538.25,496.75,1035
4.431,539,496.75,1035.75
4.432,539.5,497.5,1037
4.433,540,497.5,1037.5
4.434,540.5,497.5,1038
4.435,541.5,498.5,1040
4.436,542,499.5,1041.5
4.437,542.75,499.5,1042.25
4.438,543.5,500.5,1044
4.439,544.25,501,1045.25
4.44,544.75,501.75,1046.5
4.441,546.25,502.25,1048.5
4.442,546.75,503,1049.75
4.443,548,503.25,1051.25
4.444,548.5,503.75,1052.25
4.445,549.75,505.25,1055
4.446,549.75,505.75,1055.5
4.447,551.25,506.75,1058
4.448,552.75,507.75,1060.5
4.449,553.25,508.25,1061.5
4.45,554.25,509,1063.25
4.451,555,509.75,1064.75
4.452,556.25,510.5,1066.75
4.453,557.25,511.25,1068.5
4.454,558.5,512.25,1070.75
4.455,559,512.75,1071.75
4.456,560.5,514,1074.5
4.457,561.5,514.75,1076.25
4.458,562.25,515.75,1078
4.459,563.75,516.25,1080
4.46,565,517.75,1082.75
4.461,565.75,518.75,1084.5
4.462,566.5,519.25,1085.75
4.463,567.75,520,1087.75
4.464,568.25,521,1089.25
4.465,570,522,1092
4.466,571,522.75,1093.75
4.467,572,523.5,1095.5
4.468,573,524.25,1097.25
4.469,573.25,525.25,1098.5
4.47,574.5,525.5,1100
4.471,575.5,526.75,1102.25
4.472,575.75,527.25,1103
4.473,577,528.5,1105.5
4.474,578,529,1107
4.475,579,530,1109
4.476,580,531,1111
4.477,581.25,531.5,1112.75
4.478,581.5,532.5,1114
4.479,582.5,533,1115.5
4.48,584,534,1118
4.481,585,535,1120
4.482,586,535.5,1121.5
4.483,586.25,536.25,1122.5
4.484,587.5,537.25,1124.75
4.485,588.25,537.5,1125.75
4.486,589,538.25,1127.25
4.487,590,538.5,1128.5
4.488,590.5,540,1130.5
4.489,591.5,540.75,1132.25
4.49,592,541,1133
4.491,593,542,1135
4.492,594,542.5,1136.5
4.493,594.25,542.75,1137
4.494,595.5,544,1139.5
4.495,595.5,544.5,1140
4.496,596.75,544.5,1141.25
4.497,597.25,545.5,1142.75
4.498,598.25,546,1144.25
4.499,598.75,546,1144.75
4.5,599.5,546.75,1146.25
4.501,599.75,547,1146.75
4.502,600.5,547,1147.5
4.503,600.5,547.5,1148
4.504,601.25,547.75,1149
4.505,602.25,548.25,1150.5
4.506,602.25,548.25,1150.5
4.507,603.25,548.25,1151.5
4.508,603.75,548.25,1152
4.509,604.25,548.75,1153
4.51,605,549,1154
4.511,605.5,549.5,1155
4.512,605.75,549.5,1155.25
4.513,606.75,549.5,1156.25
4.514,606.75,550.5,1157.25
4.515,607.25,550.5,1157.75
4.516,608.5,550.5,1159
4.517,609,550.75,1159.75
4.518,609,551.75,1160.75
4.519,611,551.75,1162.75
4.52,611,552.25,1163.25
4.521,611.5,553,1164.5
4.522,612.5,553.75,1166.25
4.523,612.5,553.75,1166.25
4.524,612.75,554.25,1167
4.525,613.5,554.75,1168.25
4.526,613.5,554.75,1168.25
4.527,614,554.75,1168.75
4.528,614,555,1169
4.529,614.5,555,1169.5
4.53,614.5,554.5,1169
4.531,614.5,555,1169.5
4.532,614.5,555,1169.5
4.533,614.5,554.75,1169.25
4.534,614.5,555,1169.5
4.535,614.5,554.5,1169
4.536,614.75,554.5,1169.25
4.537,614.75,554,1168.75
4.538,615.25,554,1169.25
4.539,615.5,554.5,1170
4.54,615.5,554,1169.5
4.541,615.5,554,1169.5
4.542,615.5,554,1169.5
4.543,615.5,554,1169.5
4.544,615,554.5,1169.5
4.545,615.5,554.5,1170
4.546,615.5,554.5,1170
4.547,615.5,554,1169.5
4.548,615.5,554,1169.5
4.549,615.5,554,1169.5
4.55,616,553.25,1169.25
4.551,616,552.75,1168.75
4.552,616.5,552.75,1169.25
4.553,617,552.75,1169.75
4.554,617,552.75,1169.75
4.555,617,552.25,1169.25
4.556,617.5,552.5,1170
4.557,617.5,552.5,1170
4.558,617.5,552.5,1170
4.559,617.5,553,1170.5
4.56,617.5,552.5,1170
4.561,617.75,552.75,1170.5
4.562,618,552.75,1170.75
4.563,618,553.25,1171.25
4.564,618,553,1171
4.565,618.5,552.5,1171
4.566,618.5,552.5,1171
4.567,618.5,552.5,1171
4.568,619,552.5,1171.5
4.569,618.5,552.5,1171
4.57,618.5,552.5,1171
4.571,618.5,552.5,1171
4.572,618.5,552,1170.5
4.573,618.5,552,1170.5
4.574,618,552,1170
4.575,618,552,1170
4.576,618.5,552,1170.5
4.577,618.5,551.75,1170.25
4.578,618.5,551.25,1169.75
4.579,618.75,551.25,1170
4.58,618.5,550.75,1169.25
4.581,618.5,550.25,1168.75
4.582,618.5,550.25,1168.75
4.583,618.5,550.25,1168.75
4.584,618.5,549.75,1168.25
4.585,619,549.75,1168.75
4.586,619,549.75,1168.75
4.587,619,549.5,1168.5
4.588,619,549.25,1168.25
4.589,619,549,1168
4.59,619,549,1168
4.591,619.5,548.5,1168
4.592,619.5,548,1167.5
4.593,619.5,547.5,1167
4.594,620,547.5,1167.5
4.595,620,546.25,1166.25
4.596,620,546.25,1166.25
4.597,620,545.75,1165.75
4.598,620,544.25,1164.25
4.599,620,544.25,1164.25
4.6,619.5,543.25,1162.75
4.601,619.5,542.75,1162.25
4.602,620.25,542.5,1162.75
4.603,620.25,541,1161.25
4.604,619.75,540.5,1160.25
4.605,619.75,539.5,1159.25
4.606,619.75,539.25,1159
4.607,619.75,538.25,1158
4.608,620,537.5,1157.5
4.609,620,536.75,1156.75
4.61,620,536,1156
4.611,619.75,535.75,1155.5
4.612,619.75,534.75,1154.5
4.613,619.75,533.5,1153.25
4.614,619.75,533.5,1153.25
4.615,620.25,531.75,1152
4.616,620,531.25,1151.25
4.617,620,531.25,1151.25
4.618,619.5,529.5,1149
4.619,619.5,529.5,1149
4.62,619.5,528.5,1148
4.621,619.5,527.75,1147.25
4.622,619.5,526.75,1146.25
4.623,618.5,526.25,1144.75
4.624,618.5,525,1143.5
4.625,618.5,524.25,1142.75
4.626,618.5,523,1141.5
4.627,618,522.5,1140.5
4.628,617.5,521.5,1139
4.629,617.5,520.5,1138
4.63,617.5,519.5,1137
4.631,617.25,519.25,1136.5
4.632,617,518,1135
4.633,616.25,516.75,1133
4.634,616.25,515.75,1132
4.635,615.75,514.75,1130.5
4.636,615.75,513.5,1129.25
4.637,615.75,513.25,1129
4.638,614.75,511.75,1126.5
4.639,614,511.25,1125.25
4.64,614,509.75,1123.75
4.641,614,508.75,1122.75
4.642,614,508.25,1122.25
4.643,613.25,507,1120.25
4.644,613,506.5,1119.5
4.645,613,505.25,1118.25
4.646,612.5,504.75,1117.25
4.647,611.5,504,1115.5
4.648,611,502.5,1113.5
4.649,611,501,1112
4.65,610,501,1111
4.651,609.5,499.75,1109.25
4.652,608.5,498.75,1107.25
4.653,608.5,497.5,1106
4.654,607.75,496.75,1104.5
4.655,607,495.75,1102.75
4.656,606.5,494.25,1100.75
4.657,605,493.5,1098.5
4.658,605,492.25,1097.25
4.659,604,491,1095
4.66,603.75,490,1093.75
4.661,603.25,488.75,1092
4.662,602,488,1090
4.663,602,487.25,1089.25
4.664,601.75,486.25,1088
4.665,601,485.25,1086.25
4.666,601,484.25,1085.25
4.667,600.5,483.25,1083.75
4.668,600,482,1082
4.669,599.25,482,1081.25
4.67,599.25,481,1080.25
4.671,599.25,480.75,1080
4.672,598.25,479.75,1078
4.673,598.25,479.25,1077.5
4.674,597.25,478.25,1075.5
4.675,596.75,478,1074.75
4.676,596.75,477.75,1074.5
4.677,596.5,477.25,1073.75
4.678,596.5,476.25,1072.75
4.679,596.25,475.75,1072
4.68,595.75,475.25,1071
4.681,595.25,475,1070.25
4.682,594.75,475,1069.75
4.683,594.25,474.75,1069
4.684,594.25,474.75,1069
4.685,593.5,473.25,1066.75
4.686,593,473.25,1066.25
4.687,593,472.75,1065.75
4.688,593,472.25,1065.25
4.689,591.75,472,1063.75
4.69,591.75,471.5,1063.25
4.691,591.25,471.25,1062.5
4.692,590.75,471.25,1062
4.693,590.25,469.75,1060
4.694,589.25,469.75,1059
4.695,589.25,468.5,1057.75
4.696,588.5,468.5,1057
4.697,588,468.5,1056.5
4.698,588,467.75,1055.75
4.699,588,467.75,1055.75
4.7,588,467.25,1055.25
4.701,586.75,467.25,1054
4.702,586.75,466.25,1053
4.703,586.75,466.25,1053
4.704,586.75,465.75,1052.5
4.705,586.75,464.75,1051.5
4.706,586.75,464.75,1051.5
4.707,586.75,464.25,1051
4.708,586.75,463.25,1050
4.709,586.75,463,1049.75
4.71,586.75,462.75,1049.5
4.711,586.75,462.75,1049.5
4.712,586.75,462,1048.75
4.713,586.75,461.5,1048.25
4.714,587.25,461,1048.25
4.715,587.75,461,1048.75
4.716,588,460.25,1048.25
4.717,588,459.25,1047.25
4.718,588,458.75,1046.75
4.719,589,458.75,1047.75
4.72,590,458.25,1048.25
4.721,590,458.25,1048.25
4.722,590,457.75,1047.75
4.723,590.5,457.25,1047.75
4.724,591,456.25,1047.25
4.725,591.25,455.75,1047
4.726,591.75,455.25,1047
4.727,592.25,455,1047.25
4.728,593.25,454.75,1048
4.729,593.25,454.25,1047.5
4.73,593.5,453.75,1047.25
4.731,594.25,453.25,1047.5
4.732,594.75,452.75,1047.5
4.733,595.75,452.5,1048.25
4.734,595.75,452,1047.75
4.735,596.25,452,1048.25
4.736,597.75,451.5,1049.25
4.737,597.75,451,1048.75
4.738,598.5,451,1049.5
4.739,598.5,450.5,1049
4.74,599.25,450.5,1049.75
4.741,600.25,450.5,1050.75
4.742,600.75,450.5,1051.25
4.743,602.25,450,1052.25
4.744,602.5,449,1051.5
4.745,603.75,449,1052.75
4.746,604.25,449,1053.25
4.747,605,448.75,1053.75
4.748,605.5,448.75,1054.25
4.749,606.75,448.75,1055.5
4.75,606.75,448.25,1055
4.751,608.25,448,1056.25
4.752,608.5,447.5,1056
4.753,608.75,447.5,1056.25
4.754,609.25,446.75,1056
4.755,610.75,446.75,1057.5
4.756,611,446.75,1057.75
4.757,611.5,446.25,1057.75
4.758,612.25,446.25,1058.5
4.759,613.25,445.25,1058.5
4.76,613.25,445.25,1058.5
4.761,614.5,444.75,1059.25
4.762,614.75,445.25,1060
4.763,614.75,445.5,1060.25
4.764,616.5,445,1061.5
4.765,616.5,445.25,1061.75
4.766,617.75,444.75,1062.5
4.767,618.25,445.25,1063.5
4.768,619,445.25,1064.25
4.769,619.75,445.75,1065.5
4.77,620.25,446.25,1066.5
4.771,621.25,446.5,1067.75
4.772,622,447,1069
4.773,622.75,447,1069.75
4.774,623.25,448,1071.25
4.775,624.75,448.75,1073.5
4.776,624.75,449,1073.75
4.777,625.75,449.25,1075
4.778,626.75,450.25,1077
4.779,627.75,450.25,1078
4.78,628.75,451.75,1080.5
4.781,629.25,451.75,1081
4.782,630,452.25,1082.25
4.783,630.5,452.75,1083.25
4.784,631.25,453.5,1084.75
4.785,632.25,454,1086.25
4.786,632.25,454,1086.25
4.787,634,454,1088
4.788,634,454.5,1088.5
4.789,634.5,454.75,1089.25
4.79,635.5,455.75,1091.25
4.791,636,455.75,1091.75
4.792,636.5,455.75,1092.25
4.793,637.5,456.25,1093.75
4.794,638.5,456.75,1095.25
4.795,638.5,456.75,1095.25
4.796,639.25,457.25,1096.5
4.797,639.5,457.75,1097.25
4.798,640.25,457.75,1098
4.799,641,457.75,1098.75
4.8,641,457.75,1098.75
4.801,641.75,458.25,1100
4.802,642.75,458.75,1101.5
4.803,643.25,459,1102.25
4.804,643.25,459,1102.25
4.805,644.5,458.5,1103
4.806,645,458.5,1103.5
4.807,645,458.75,1103.75
4.808,646.75,458.75,1105.5
4.809,646.75,458.5,1105.25
4.81,646.75,458.5,1105.25
4.811,648.25,458.5,1106.75
4.812,648.25,458.5,1106.75
4.813,648.25,458.5,1106.75
4.814,649.75,458.5,1108.25
4.815,650.25,458.5,1108.75
4.816,650.25,458.5,1108.75
4.817,651.25,458.5,1109.75
4.818,651.25,458.5,1109.75
4.819,652.5,459,1111.5
4.82,653,459,1112
4.821,654,459,1113
4.822,654,459,1113
4.823,655.25,458.5,1113.75
4.824,655.75,458.5,1114.25
4.825,656.5,458,1114.5
4.826,656.75,458.5,1115.25
4.827,657,458,1115
4.828,658,457.75,1115.75
4.829,658.5,457.75,1116.25
4.83,660,457.75,1117.75
4.831,660,457.25,1117.25
4.832,661,456.75,1117.75
4.833,661.5,456.75,1118.25
4.834,663,456.75,1119.75
4.835,663.5,455.75,1119.25
4.836,664.75,455.25,1120
4.837,665,454.75,1119.75
4.838,665.5,454.25,1119.75
4.839,666.5,453.25,1119.75
4.84,667,452.75,1119.75
4.841,668.25,452.5,1120.75
4.842,668.75,452.25,1121
4.843,670,451.25,1121.25
4.844,670.5,450.75,1121.25
4.845,671.5,450.25,1121.75
4.846,672,449.5,1121.5
4.847,672.75,449.5,1122.25
4.848,673.25,448.75,1122
4.849,674.5,447.75,1122.25
4.85,675,447.25,1122.25
4.851,676.5,447,1123.5
4.852,676.5,446,1122.5
4.853,677.5,445.5,1123
4.854,678,444.5,1122.5
4.855,678.5,444.25,1122.75
4.856,679.5,444.25,1123.75
4.857,680,443.75,1123.75
4.858,680.5,443.25,1123.75
4.859,681,442.75,1123.75
4.86,681.5,442,1123.5
4.861,681.75,442,1123.75
4.862,683,441.25,1124.25
4.863,683.5,440.75,1124.25
4.864,683.5,440.25,1123.75
4.865,684,440.25,1124.25
4.866,685,438.75,1123.75
4.867,685.5,438.25,1123.75
4.868,686,437.5,1123.5
4.869,686.25,437.5,1123.75
4.87,686.25,436.5,1122.75
4.871,686.25,436,1122.25
4.872,687.5,435.5,1123
4.873,687.5,434.75,1122.25
4.874,687.75,434.75,1122.5
4.875,688.75,433.5,1122.25
4.876,688.75,433.5,1122.25
4.877,688.75,432.75,1121.5
4.878,689,432.25,1121.25
4.879,689.5,431.75,1121.25
4.88,689.75,431.25,1121
4.881,690.25,430.5,1120.75
